Location,IndicatorCode,Indicator,ValueType,ParentLocationCode,ParentLocation,Location type,SpatialDimValueCode,Period type,Period,IsLatestYear,Dim1 type,Dim1,Dim1ValueCode,Dim2 type,Dim2,Dim2ValueCode,Dim3 type,Dim3,Dim3ValueCode,DataSourceDimValueCode,DataSource,FactValueNumericPrefix,FactValueNumeric,FactValueUoM,FactValueNumericLowPrefix,FactValueNumericLow,FactValueNumericHighPrefix,FactValueNumericHigh,Value,FactValueTranslationID,FactComments,Language,DateModified,IndicatorCoder,Indicatorr,ValueTyper,ParentLocationCoder,ParentLocationr,Location typer,SpatialDimValueCoder,Period typer,Periodr,IsLatestYearr,Dim1 typer,Dim1r,Dim1ValueCoder,Dim2 typer,Dim2r,Dim2ValueCoder,Dim3 typer,Dim3r,Dim3ValueCoder,DataSourceDimValueCoder,DataSourcer,FactValueNumericPrefixr,FactValueNumericr,FactValueUoMr,FactValueNumericLowPrefixr,FactValueNumericLowr,FactValueNumericHighPrefixr,FactValueNumericHighr,Valuer,FactValueTranslationIDr,FactCommentsr,Languager,DateModifiedr
Uzbekistan,NCD_DTH_TOT,Total NCD Deaths,numeric,EUR,Europe,Country,UZB,Year,2019,False,Sex,Both sexes,SEX_BTSX,Causes,Noncommunicable diseases,GHECAUSES_GHE060,,,,,,,170625,,,130711,,191635,171 000 [131 000-192 000],,,EN,2025-03-18T23:00:00.000Z,AIR_41,Ambient air pollution attributable deaths,numeric,EUR,Europe,Country,UZB,Year,2019,True,Sex,Both sexes,SEX_BTSX,GHE cause of death codes,ALL CAUSES,GHECAUSE_GHE000000,,,,,,,23681.0,,,17571.0,,29646.0,23 681 [17 571-29 646],,,EN,2024-10-02T22:00:00.000Z
Slovenia,NCD_DTH_TOT,Total NCD Deaths,numeric,EUR,Europe,Country,SVN,Year,2019,False,Sex,Both sexes,SEX_BTSX,Causes,Noncommunicable diseases,GHECAUSES_GHE060,,,,,,,18004,,,13954,,23648,18 000 [14 000-23 600],,,EN,2025-03-18T23:00:00.000Z,AIR_41,Ambient air pollution attributable deaths,numeric,EUR,Europe,Country,SVN,Year,2019,True,Sex,Both sexes,SEX_BTSX,GHE cause of death codes,ALL CAUSES,GHECAUSE_GHE000000,,,,,,,1102.0,,,797.8,,1389.0,1102 [798-1389],,,EN,2024-10-02T22:00:00.000Z
Morocco,NCD_DTH_TOT,Total NCD Deaths,numeric,EMR,Eastern Mediterranean,Country,MAR,Year,2019,False,Sex,Both sexes,SEX_BTSX,Causes,Noncommunicable diseases,GHECAUSES_GHE060,,,,,,,180357,,,109336,,282466,180 000 [109 000-282 000],,,EN,2025-03-18T23:00:00.000Z,AIR_41,Ambient air pollution attributable deaths,numeric,EMR,Eastern Mediterranean,Country,MAR,Year,2019,True,Sex,Both sexes,SEX_BTSX,GHE cause of death codes,ALL CAUSES,GHECAUSE_GHE000000,,,,,,,19344.0,,,13363.0,,25118.0,19 344 [13 363-25 118],,,EN,2024-10-02T22:00:00.000Z
Colombia,NCD_DTH_TOT,Total NCD Deaths,numeric,AMR,Americas,Country,COL,Year,2019,False,Sex,Both sexes,SEX_BTSX,Causes,Noncommunicable diseases,GHECAUSES_GHE060,,,,,,,184963,,,145163,,236852,185 000 [145 000-237 000],,,EN,2025-03-18T23:00:00.000Z,AIR_41,Ambient air pollution attributable deaths,numeric,AMR,Americas,Country,COL,Year,2019,True,Sex,Both sexes,SEX_BTSX,GHE cause of death codes,ALL CAUSES,GHECAUSE_GHE000000,,,,,,,13108.0,,,9222.0,,17156.0,13 108 [9222-17 156],,,EN,2024-10-02T22:00:00.000Z
Jordan,NCD_DTH_TOT,Total NCD Deaths,numeric,EMR,Eastern Mediterranean,Country,JOR,Year,2019,False,Sex,Both sexes,SEX_BTSX,Causes,Noncommunicable diseases,GHECAUSES_GHE060,,,,,,,19788,,,12316,,28309,19 800 [12 300-28 300],,,EN,2025-03-18T23:00:00.000Z,AIR_41,Ambient air pollution attributable deaths,numeric,EMR,Eastern Mediterranean,Country,JOR,Year,2019,True,Sex,Both sexes,SEX_BTSX,GHE cause of death codes,ALL CAUSES,GHECAUSE_GHE000000,,,,,,,1938.0,,,1484.0,,2355.0,1938 [1484-2355],,,EN,2024-10-02T22:00:00.000Z
United States of America,NCD_DTH_TOT,Total NCD Deaths,numeric,AMR,Americas,Country,USA,Year,2019,False,Sex,Both sexes,SEX_BTSX,Causes,Noncommunicable diseases,GHECAUSES_GHE060,,,,,,,2514181,,,2051912,,3050768,2 510 000 [2 050 000-3 050 000],,,EN,2025-03-18T23:00:00.000Z,AIR_41,Ambient air pollution attributable deaths,numeric,AMR,Americas,Country,USA,Year,2019,True,Sex,Both sexes,SEX_BTSX,GHE cause of death codes,ALL CAUSES,GHECAUSE_GHE000000,,,,,,,93886.0,,,58076.0,,131769.0,93 886 [58 076-131 769],,,EN,2024-10-02T22:00:00.000Z
Costa Rica,NCD_DTH_TOT,Total NCD Deaths,numeric,AMR,Americas,Country,CRI,Year,2019,False,Sex,Both sexes,SEX_BTSX,Causes,Noncommunicable diseases,GHECAUSES_GHE060,,,,,,,20629,,,14952,,25853,20 600 [15 000-25 900],,,EN,2025-03-18T23:00:00.000Z,AIR_41,Ambient air pollution attributable deaths,numeric,AMR,Americas,Country,CRI,Year,2019,True,Sex,Both sexes,SEX_BTSX,GHE cause of death codes,ALL CAUSES,GHECAUSE_GHE000000,,,,,,,941.5,,,671.1,,1228.0,942 [671-1228],,,EN,2024-10-02T22:00:00.000Z
Cabo Verde,NCD_DTH_TOT,Total NCD Deaths,numeric,AFR,Africa,Country,CPV,Year,2019,False,Sex,Both sexes,SEX_BTSX,Causes,Noncommunicable diseases,GHECAUSES_GHE060,,,,,,,2037,,,1442,,3800,2040 [1440-3800],,,EN,2025-03-18T23:00:00.000Z,AIR_41,Ambient air pollution attributable deaths,numeric,AFR,Africa,Country,CPV,Year,2019,True,Sex,Both sexes,SEX_BTSX,GHE cause of death codes,ALL CAUSES,GHECAUSE_GHE000000,,,,,,,226.1,,,151.1,,307.1,226 [151-307],,,EN,2024-10-02T22:00:00.000Z
Iceland,NCD_DTH_TOT,Total NCD Deaths,numeric,EUR,Europe,Country,ISL,Year,2019,False,Sex,Both sexes,SEX_BTSX,Causes,Noncommunicable diseases,GHECAUSES_GHE060,,,,,,,2053,,,1512,,2739,2050 [1510-2740],,,EN,2025-03-18T23:00:00.000Z,AIR_41,Ambient air pollution attributable deaths,numeric,EUR,Europe,Country,ISL,Year,2019,True,Sex,Both sexes,SEX_BTSX,GHE cause of death codes,ALL CAUSES,GHECAUSE_GHE000000,,,,,,,56.64,,,32.51,,84.74,57 [33-85],,,EN,2024-10-02T22:00:00.000Z
North Macedonia,NCD_DTH_TOT,Total NCD Deaths,numeric,EUR,Europe,Country,MKD,Year,2019,False,Sex,Both sexes,SEX_BTSX,Causes,Noncommunicable diseases,GHECAUSES_GHE060,,,,,,,21845,,,16156,,28963,21 800 [16 200-29 000],,,EN,2025-03-18T23:00:00.000Z,AIR_41,Ambient air pollution attributable deaths,numeric,EUR,Europe,Country,MKD,Year,2019,True,Sex,Both sexes,SEX_BTSX,GHE cause of death codes,ALL CAUSES,GHECAUSE_GHE000000,,,,,,,2085.0,,,1576.0,,2637.0,2085 [1576-2637],,,EN,2024-10-02T22:00:00.000Z
Democratic People's Republic of Korea,NCD_DTH_TOT,Total NCD Deaths,numeric,SEAR,South-East Asia,Country,PRK,Year,2019,False,Sex,Both sexes,SEX_BTSX,Causes,Noncommunicable diseases,GHECAUSES_GHE060,,,,,,,211200,,,125791,,334484,211 000 [126 000-334 000],,,EN,2025-03-18T23:00:00.000Z,AIR_41,Ambient air pollution attributable deaths,numeric,SEAR,South-East Asia,Country,PRK,Year,2019,True,Sex,Both sexes,SEX_BTSX,GHE cause of death codes,ALL CAUSES,GHECAUSE_GHE000000,,,,,,,26499.0,,,19547.0,,34340.0,26 499 [19 547-34 340],,,EN,2024-10-02T22:00:00.000Z
Lebanon,NCD_DTH_TOT,Total NCD Deaths,numeric,EMR,Eastern Mediterranean,Country,LBN,Year,2019,False,Sex,Both sexes,SEX_BTSX,Causes,Noncommunicable diseases,GHECAUSES_GHE060,,,,,,,22813,,,14828,,35854,22 800 [14 800-35 900],,,EN,2025-03-18T23:00:00.000Z,AIR_41,Ambient air pollution attributable deaths,numeric,EMR,Eastern Mediterranean,Country,LBN,Year,2019,True,Sex,Both sexes,SEX_BTSX,GHE cause of death codes,ALL CAUSES,GHECAUSE_GHE000000,,,,,,,3716.0,,,2633.0,,4752.0,3716 [2633-4752],,,EN,2024-10-02T22:00:00.000Z
Republic of Korea,NCD_DTH_TOT,Total NCD Deaths,numeric,WPR,Western Pacific,Country,KOR,Year,2019,False,Sex,Both sexes,SEX_BTSX,Causes,Noncommunicable diseases,GHECAUSES_GHE060,,,,,,,229274,,,143616,,345605,229 000 [144 000-346 000],,,EN,2025-03-18T23:00:00.000Z,AIR_41,Ambient air pollution attributable deaths,numeric,WPR,Western Pacific,Country,KOR,Year,2019,True,Sex,Both sexes,SEX_BTSX,GHE cause of death codes,ALL CAUSES,GHECAUSE_GHE000000,,,,,,,19285.0,,,15396.0,,23347.0,19 285 [15 396-23 347],,,EN,2024-10-02T22:00:00.000Z
Sierra Leone,NCD_DTH_TOT,Total NCD Deaths,numeric,AFR,Africa,Country,SLE,Year,2019,False,Sex,Both sexes,SEX_BTSX,Causes,Noncommunicable diseases,GHECAUSES_GHE060,,,,,,,23539,,,13008,,42202,23 500 [13 000-42 200],,,EN,2025-03-18T23:00:00.000Z,AIR_41,Ambient air pollution attributable deaths,numeric,AFR,Africa,Country,SLE,Year,2019,True,Sex,Both sexes,SEX_BTSX,GHE cause of death codes,ALL CAUSES,GHECAUSE_GHE000000,,,,,,,3890.0,,,2459.0,,5367.0,3890 [2459-5367],,,EN,2024-10-02T22:00:00.000Z
Paraguay,NCD_DTH_TOT,Total NCD Deaths,numeric,AMR,Americas,Country,PRY,Year,2019,False,Sex,Both sexes,SEX_BTSX,Causes,Noncommunicable diseases,GHECAUSES_GHE060,,,,,,,23755,,,15439,,36348,23 800 [15 400-36 300],,,EN,2025-03-18T23:00:00.000Z,AIR_41,Ambient air pollution attributable deaths,numeric,AMR,Americas,Country,PRY,Year,2019,True,Sex,Both sexes,SEX_BTSX,GHE cause of death codes,ALL CAUSES,GHECAUSE_GHE000000,,,,,,,1404.0,,,930.2,,1950.0,1404 [930-1950],,,EN,2024-10-02T22:00:00.000Z
Romania,NCD_DTH_TOT,Total NCD Deaths,numeric,EUR,Europe,Country,ROU,Year,2019,False,Sex,Both sexes,SEX_BTSX,Causes,Noncommunicable diseases,GHECAUSES_GHE060,,,,,,,230704,,,189727,,280170,231 000 [190 000-280 000],,,EN,2025-03-18T23:00:00.000Z,AIR_41,Ambient air pollution attributable deaths,numeric,EUR,Europe,Country,ROU,Year,2019,True,Sex,Both sexes,SEX_BTSX,GHE cause of death codes,ALL CAUSES,GHECAUSE_GHE000000,,,,,,,20885.0,,,14825.0,,26733.0,20 885 [14 825-26 733],,,EN,2024-10-02T22:00:00.000Z
Barbados,NCD_DTH_TOT,Total NCD Deaths,numeric,AMR,Americas,Country,BRB,Year,2019,False,Sex,Both sexes,SEX_BTSX,Causes,Noncommunicable diseases,GHECAUSES_GHE060,,,,,,,2333,,,1757,,3099,2330 [1760-3100],,,EN,2025-03-18T23:00:00.000Z,AIR_41,Ambient air pollution attributable deaths,numeric,AMR,Americas,Country,BRB,Year,2019,True,Sex,Both sexes,SEX_BTSX,GHE cause of death codes,ALL CAUSES,GHECAUSE_GHE000000,,,,,,,119.2,,,73.25,,173.1,119 [73-173],,,EN,2024-10-02T22:00:00.000Z
Maldives,NCD_DTH_TOT,Total NCD Deaths,numeric,SEAR,South-East Asia,Country,MDV,Year,2019,False,Sex,Both sexes,SEX_BTSX,Causes,Noncommunicable diseases,GHECAUSES_GHE060,,,,,,,2366,,,1845,,4296,2370 [1840-4300],,,EN,2025-03-18T23:00:00.000Z,AIR_41,Ambient air pollution attributable deaths,numeric,SEAR,South-East Asia,Country,MDV,Year,2019,True,Sex,Both sexes,SEX_BTSX,GHE cause of death codes,ALL CAUSES,GHECAUSE_GHE000000,,,,,,,80.42,,,54.02,,107.4,80 [54-107],,,EN,2024-10-02T22:00:00.000Z
Armenia,NCD_DTH_TOT,Total NCD Deaths,numeric,EUR,Europe,Country,ARM,Year,2019,False,Sex,Both sexes,SEX_BTSX,Causes,Noncommunicable diseases,GHECAUSES_GHE060,,,,,,,24411,,,20232,,28482,24 400 [20 200-28 500],,,EN,2025-03-18T23:00:00.000Z,AIR_41,Ambient air pollution attributable deaths,numeric,EUR,Europe,Country,ARM,Year,2019,True,Sex,Both sexes,SEX_BTSX,GHE cause of death codes,ALL CAUSES,GHECAUSE_GHE000000,,,,,,,3165.0,,,2334.0,,3954.0,3165 [2334-3954],,,EN,2024-10-02T22:00:00.000Z
El Salvador,NCD_DTH_TOT,Total NCD Deaths,numeric,AMR,Americas,Country,SLV,Year,2019,False,Sex,Both sexes,SEX_BTSX,Causes,Noncommunicable diseases,GHECAUSES_GHE060,,,,,,,24875,,,17905,,39858,24 900 [17 900-39 900],,,EN,2025-03-18T23:00:00.000Z,AIR_41,Ambient air pollution attributable deaths,numeric,AMR,Americas,Country,SLV,Year,2019,True,Sex,Both sexes,SEX_BTSX,GHE cause of death codes,ALL CAUSES,GHECAUSE_GHE000000,,,,,,,2206.0,,,1513.0,,2858.0,2206 [1513-2858],,,EN,2024-10-02T22:00:00.000Z
Ethiopia,NCD_DTH_TOT,Total NCD Deaths,numeric,AFR,Africa,Country,ETH,Year,2019,False,Sex,Both sexes,SEX_BTSX,Causes,Noncommunicable diseases,GHECAUSES_GHE060,,,,,,,246626,,,148336,,392147,247 000 [148 000-392 000],,,EN,2025-03-18T23:00:00.000Z,AIR_41,Ambient air pollution attributable deaths,numeric,AFR,Africa,Country,ETH,Year,2019,True,Sex,Both sexes,SEX_BTSX,GHE cause of death codes,ALL CAUSES,GHECAUSE_GHE000000,,,,,,,26714.0,,,17357.0,,35835.0,26 714 [17 357-35 835],,,EN,2024-10-02T22:00:00.000Z
Tajikistan,NCD_DTH_TOT,Total NCD Deaths,numeric,EUR,Europe,Country,TJK,Year,2019,False,Sex,Both sexes,SEX_BTSX,Causes,Noncommunicable diseases,GHECAUSES_GHE060,,,,,,,25092,,,16102,,36768,25 100 [16 100-36 800],,,EN,2025-03-18T23:00:00.000Z,AIR_41,Ambient air pollution attributable deaths,numeric,EUR,Europe,Country,TJK,Year,2019,True,Sex,Both sexes,SEX_BTSX,GHE cause of death codes,ALL CAUSES,GHECAUSE_GHE000000,,,,,,,6591.0,,,5047.0,,8220.0,6591 [5047-8220],,,EN,2024-10-02T22:00:00.000Z
Latvia,NCD_DTH_TOT,Total NCD Deaths,numeric,EUR,Europe,Country,LVA,Year,2019,False,Sex,Both sexes,SEX_BTSX,Causes,Noncommunicable diseases,GHECAUSES_GHE060,,,,,,,25350,,,21384,,32334,25 300 [21 400-32 300],,,EN,2025-03-18T23:00:00.000Z,AIR_41,Ambient air pollution attributable deaths,numeric,EUR,Europe,Country,LVA,Year,2019,True,Sex,Both sexes,SEX_BTSX,GHE cause of death codes,ALL CAUSES,GHECAUSE_GHE000000,,,,,,,2109.0,,,1434.0,,2754.0,2109 [1434-2754],,,EN,2024-10-02T22:00:00.000Z
Libya,NCD_DTH_TOT,Total NCD Deaths,numeric,EMR,Eastern Mediterranean,Country,LBY,Year,2019,False,Sex,Both sexes,SEX_BTSX,Causes,Noncommunicable diseases,GHECAUSES_GHE060,,,,,,,25613,,,13948,,40632,25 600 [13 900-40 600],,,EN,2025-03-18T23:00:00.000Z,AIR_41,Ambient air pollution attributable deaths,numeric,EMR,Eastern Mediterranean,Country,LBY,Year,2019,True,Sex,Both sexes,SEX_BTSX,GHE cause of death codes,ALL CAUSES,GHECAUSE_GHE000000,,,,,,,2269.0,,,1495.0,,2982.0,2269 [1495-2982],,,EN,2024-10-02T22:00:00.000Z
Canada,NCD_DTH_TOT,Total NCD Deaths,numeric,AMR,Americas,Country,CAN,Year,2019,False,Sex,Both sexes,SEX_BTSX,Causes,Noncommunicable diseases,GHECAUSES_GHE060,,,,,,,256300,,,192469,,330433,256 000 [192 000-330 000],,,EN,2025-03-18T23:00:00.000Z,AIR_41,Ambient air pollution attributable deaths,numeric,AMR,Americas,Country,CAN,Year,2019,True,Sex,Both sexes,SEX_BTSX,GHE cause of death codes,ALL CAUSES,GHECAUSE_GHE000000,,,,,,,6904.0,,,4215.0,,9427.0,6904 [4215-9427],,,EN,2024-10-02T22:00:00.000Z
South Sudan,NCD_DTH_TOT,Total NCD Deaths,numeric,AFR,Africa,Country,SSD,Year,2019,False,Sex,Both sexes,SEX_BTSX,Causes,Noncommunicable diseases,GHECAUSES_GHE060,,,,,,,26121,,,12806,,47925,26 100 [12 800-47 900],,,EN,2025-03-18T23:00:00.000Z,AIR_41,Ambient air pollution attributable deaths,numeric,AFR,Africa,Country,SSD,Year,2019,True,Sex,Both sexes,SEX_BTSX,GHE cause of death codes,ALL CAUSES,GHECAUSE_GHE000000,,,,,,,3024.0,,,1603.0,,4671.0,3024 [1603-4671],,,EN,2024-10-02T22:00:00.000Z
Togo,NCD_DTH_TOT,Total NCD Deaths,numeric,AFR,Africa,Country,TGO,Year,2019,False,Sex,Both sexes,SEX_BTSX,Causes,Noncommunicable diseases,GHECAUSES_GHE060,,,,,,,26944,,,13827,,46132,26 900 [13 800-46 100],,,EN,2025-03-18T23:00:00.000Z,AIR_41,Ambient air pollution attributable deaths,numeric,AFR,Africa,Country,TGO,Year,2019,True,Sex,Both sexes,SEX_BTSX,GHE cause of death codes,ALL CAUSES,GHECAUSE_GHE000000,,,,,,,3336.0,,,2357.0,,4328.0,3336 [2357-4328],,,EN,2024-10-02T22:00:00.000Z
Argentina,NCD_DTH_TOT,Total NCD Deaths,numeric,AMR,Americas,Country,ARG,Year,2019,False,Sex,Both sexes,SEX_BTSX,Causes,Noncommunicable diseases,GHECAUSES_GHE060,,,,,,,260044,,,205207,,336003,260 000 [205 000-336 000],,,EN,2025-03-18T23:00:00.000Z,AIR_41,Ambient air pollution attributable deaths,numeric,AMR,Americas,Country,ARG,Year,2019,True,Sex,Both sexes,SEX_BTSX,GHE cause of death codes,ALL CAUSES,GHECAUSE_GHE000000,,,,,,,18144.0,,,11901.0,,24748.0,18 144 [11 901-24 748],,,EN,2024-10-02T22:00:00.000Z
Comoros,NCD_DTH_TOT,Total NCD Deaths,numeric,AFR,Africa,Country,COM,Year,2019,False,Sex,Both sexes,SEX_BTSX,Causes,Noncommunicable diseases,GHECAUSES_GHE060,,,,,,,2675,,,1345,,4618,2680 [1350-4620],,,EN,2025-03-18T23:00:00.000Z,AIR_41,Ambient air pollution attributable deaths,numeric,AFR,Africa,Country,COM,Year,2019,True,Sex,Both sexes,SEX_BTSX,GHE cause of death codes,ALL CAUSES,GHECAUSE_GHE000000,,,,,,,196.2,,,100.2,,303.7,196 [100-304],,,EN,2024-10-02T22:00:00.000Z
Democratic Republic of the Congo,NCD_DTH_TOT,Total NCD Deaths,numeric,AFR,Africa,Country,COD,Year,2019,False,Sex,Both sexes,SEX_BTSX,Causes,Noncommunicable diseases,GHECAUSES_GHE060,,,,,,,275681,,,126303,,495025,276 000 [126 000-495 000],,,EN,2025-03-18T23:00:00.000Z,AIR_41,Ambient air pollution attributable deaths,numeric,AFR,Africa,Country,COD,Year,2019,True,Sex,Both sexes,SEX_BTSX,GHE cause of death codes,ALL CAUSES,GHECAUSE_GHE000000,,,,,,,31219.0,,,9654.0,,56645.0,31 219 [9654-56 645],,,EN,2024-10-02T22:00:00.000Z
Turkmenistan,NCD_DTH_TOT,Total NCD Deaths,numeric,EUR,Europe,Country,TKM,Year,2019,False,Sex,Both sexes,SEX_BTSX,Causes,Noncommunicable diseases,GHECAUSES_GHE060,,,,,,,28068,,,20555,,37297,28 100 [20 600-37 300],,,EN,2025-03-18T23:00:00.000Z,AIR_41,Ambient air pollution attributable deaths,numeric,EUR,Europe,Country,TKM,Year,2019,True,Sex,Both sexes,SEX_BTSX,GHE cause of death codes,ALL CAUSES,GHECAUSE_GHE000000,,,,,,,3285.0,,,2344.0,,4247.0,3285 [2344-4247],,,EN,2024-10-02T22:00:00.000Z
Kyrgyzstan,NCD_DTH_TOT,Total NCD Deaths,numeric,EUR,Europe,Country,KGZ,Year,2019,False,Sex,Both sexes,SEX_BTSX,Causes,Noncommunicable diseases,GHECAUSES_GHE060,,,,,,,28483,,,19099,,29222,28 500 [19 100-29 200],,,EN,2025-03-18T23:00:00.000Z,AIR_41,Ambient air pollution attributable deaths,numeric,EUR,Europe,Country,KGZ,Year,2019,True,Sex,Both sexes,SEX_BTSX,GHE cause of death codes,ALL CAUSES,GHECAUSE_GHE000000,,,,,,,3455.0,,,2620.0,,4393.0,3455 [2620-4393],,,EN,2024-10-02T22:00:00.000Z
Bhutan,NCD_DTH_TOT,Total NCD Deaths,numeric,SEAR,South-East Asia,Country,BTN,Year,2019,False,Sex,Both sexes,SEX_BTSX,Causes,Noncommunicable diseases,GHECAUSES_GHE060,,,,,,,2807,,,1528,,4925,2810 [1530-4930],,,EN,2025-03-18T23:00:00.000Z,AIR_41,Ambient air pollution attributable deaths,numeric,SEAR,South-East Asia,Country,BTN,Year,2019,True,Sex,Both sexes,SEX_BTSX,GHE cause of death codes,ALL CAUSES,GHECAUSE_GHE000000,,,,,,,342.0,,,251.4,,444.6,342 [251-445],,,EN,2024-10-02T22:00:00.000Z
Myanmar,NCD_DTH_TOT,Total NCD Deaths,numeric,SEAR,South-East Asia,Country,MMR,Year,2019,False,Sex,Both sexes,SEX_BTSX,Causes,Noncommunicable diseases,GHECAUSES_GHE060,,,,,,,283620,,,172380,,440259,284 000 [172 000-440 000],,,EN,2025-03-18T23:00:00.000Z,AIR_41,Ambient air pollution attributable deaths,numeric,SEAR,South-East Asia,Country,MMR,Year,2019,True,Sex,Both sexes,SEX_BTSX,GHE cause of death codes,ALL CAUSES,GHECAUSE_GHE000000,,,,,,,27930.0,,,20872.0,,35825.0,27 930 [20 872-35 825],,,EN,2024-10-02T22:00:00.000Z
Bahamas,NCD_DTH_TOT,Total NCD Deaths,numeric,AMR,Americas,Country,BHS,Year,2019,False,Sex,Both sexes,SEX_BTSX,Causes,Noncommunicable diseases,GHECAUSES_GHE060,,,,,,,2838,,,1735,,3062,2840 [1740-3060],,,EN,2025-03-18T23:00:00.000Z,AIR_41,Ambient air pollution attributable deaths,numeric,AMR,Americas,Country,BHS,Year,2019,True,Sex,Both sexes,SEX_BTSX,GHE cause of death codes,ALL CAUSES,GHECAUSE_GHE000000,,,,,,,39.12,,,0.0,,78.15,39 [0-78],,,EN,2024-10-02T22:00:00.000Z
South Africa,NCD_DTH_TOT,Total NCD Deaths,numeric,AFR,Africa,Country,ZAF,Year,2019,False,Sex,Both sexes,SEX_BTSX,Causes,Noncommunicable diseases,GHECAUSES_GHE060,,,,,,,286982,,,203907,,343592,287 000 [204 000-344 000],,,EN,2025-03-18T23:00:00.000Z,AIR_41,Ambient air pollution attributable deaths,numeric,AFR,Africa,Country,ZAF,Year,2019,True,Sex,Both sexes,SEX_BTSX,GHE cause of death codes,ALL CAUSES,GHECAUSE_GHE000000,,,,,,,20025.0,,,15311.0,,25128.0,20 025 [15 311-25 128],,,EN,2024-10-02T22:00:00.000Z
Suriname,NCD_DTH_TOT,Total NCD Deaths,numeric,AMR,Americas,Country,SUR,Year,2019,False,Sex,Both sexes,SEX_BTSX,Causes,Noncommunicable diseases,GHECAUSES_GHE060,,,,,,,2866,,,1902,,4360,2870 [1900-4360],,,EN,2025-03-18T23:00:00.000Z,AIR_41,Ambient air pollution attributable deaths,numeric,AMR,Americas,Country,SUR,Year,2019,True,Sex,Both sexes,SEX_BTSX,GHE cause of death codes,ALL CAUSES,GHECAUSE_GHE000000,,,,,,,205.4,,,109.2,,298.7,205 [109-299],,,EN,2024-10-02T22:00:00.000Z
Burundi,NCD_DTH_TOT,Total NCD Deaths,numeric,AFR,Africa,Country,BDI,Year,2019,False,Sex,Both sexes,SEX_BTSX,Causes,Noncommunicable diseases,GHECAUSES_GHE060,,,,,,,29028,,,14442,,51092,29 000 [14 400-51 100],,,EN,2025-03-18T23:00:00.000Z,AIR_41,Ambient air pollution attributable deaths,numeric,AFR,Africa,Country,BDI,Year,2019,True,Sex,Both sexes,SEX_BTSX,GHE cause of death codes,ALL CAUSES,GHECAUSE_GHE000000,,,,,,,3453.0,,,1715.0,,5577.0,3453 [1715-5577],,,EN,2024-10-02T22:00:00.000Z
Uruguay,NCD_DTH_TOT,Total NCD Deaths,numeric,AMR,Americas,Country,URY,Year,2019,False,Sex,Both sexes,SEX_BTSX,Causes,Noncommunicable diseases,GHECAUSES_GHE060,,,,,,,29029,,,23145,,37996,29 000 [23 100-38 000],,,EN,2025-03-18T23:00:00.000Z,AIR_41,Ambient air pollution attributable deaths,numeric,AMR,Americas,Country,URY,Year,2019,True,Sex,Both sexes,SEX_BTSX,GHE cause of death codes,ALL CAUSES,GHECAUSE_GHE000000,,,,,,,1115.0,,,707.9,,1544.0,1115 [708-1544],,,EN,2024-10-02T22:00:00.000Z
Ireland,NCD_DTH_TOT,Total NCD Deaths,numeric,EUR,Europe,Country,IRL,Year,2019,False,Sex,Both sexes,SEX_BTSX,Causes,Noncommunicable diseases,GHECAUSES_GHE060,,,,,,,29247,,,21391,,38118,29 200 [21 400-38 100],,,EN,2025-03-18T23:00:00.000Z,AIR_41,Ambient air pollution attributable deaths,numeric,EUR,Europe,Country,IRL,Year,2019,True,Sex,Both sexes,SEX_BTSX,GHE cause of death codes,ALL CAUSES,GHECAUSE_GHE000000,,,,,,,1116.0,,,737.1,,1516.0,1116 [737-1516],,,EN,2024-10-02T22:00:00.000Z
Lao People's Democratic Republic,NCD_DTH_TOT,Total NCD Deaths,numeric,WPR,Western Pacific,Country,LAO,Year,2019,False,Sex,Both sexes,SEX_BTSX,Causes,Noncommunicable diseases,GHECAUSES_GHE060,,,,,,,29536,,,17330,,47760,29 500 [17 300-47 800],,,EN,2025-03-18T23:00:00.000Z,AIR_41,Ambient air pollution attributable deaths,numeric,WPR,Western Pacific,Country,LAO,Year,2019,True,Sex,Both sexes,SEX_BTSX,GHE cause of death codes,ALL CAUSES,GHECAUSE_GHE000000,,,,,,,2717.0,,,2046.0,,3448.0,2717 [2046-3448],,,EN,2024-10-02T22:00:00.000Z
New Zealand,NCD_DTH_TOT,Total NCD Deaths,numeric,WPR,Western Pacific,Country,NZL,Year,2019,False,Sex,Both sexes,SEX_BTSX,Causes,Noncommunicable diseases,GHECAUSES_GHE060,,,,,,,30240,,,22929,,38756,30 200 [22 900-38 800],,,EN,2025-03-18T23:00:00.000Z,AIR_41,Ambient air pollution attributable deaths,numeric,WPR,Western Pacific,Country,NZL,Year,2019,True,Sex,Both sexes,SEX_BTSX,GHE cause of death codes,ALL CAUSES,GHECAUSE_GHE000000,,,,,,,1205.0,,,792.6,,1606.0,1205 [793-1606],,,EN,2024-10-02T22:00:00.000Z
Honduras,NCD_DTH_TOT,Total NCD Deaths,numeric,AMR,Americas,Country,HND,Year,2019,False,Sex,Both sexes,SEX_BTSX,Causes,Noncommunicable diseases,GHECAUSES_GHE060,,,,,,,30810,,,17451,,53252,30 800 [17 500-53 300],,,EN,2025-03-18T23:00:00.000Z,AIR_41,Ambient air pollution attributable deaths,numeric,AMR,Americas,Country,HND,Year,2019,True,Sex,Both sexes,SEX_BTSX,GHE cause of death codes,ALL CAUSES,GHECAUSE_GHE000000,,,,,,,3032.0,,,2169.0,,3942.0,3032 [2169-3942],,,EN,2024-10-02T22:00:00.000Z
